         472
      1.26890     -0.00000
      1.26890   -0.0454545
      1.26890   -0.0909091
      1.26890    -0.136364
      1.26890    -0.181818
      1.26890    -0.227273
      1.26890    -0.272727
      1.26890    -0.318182
      1.26890    -0.363636
      1.26890    -0.409091
      1.26890    -0.454545
      1.26890    -0.500000
      1.28316    -0.545000
      1.29742    -0.590000
      1.31168    -0.635000
      1.32593    -0.680000
      1.34019    -0.725000
      1.35445    -0.770000
      1.36871    -0.815000
      1.38297    -0.860000
      1.39723    -0.905000
      1.41148    -0.950000
      1.42574    -0.995000
      1.44000     -1.04000
      1.45000     -1.07000
      1.46000     -1.10000
      1.42500     -1.12500
      1.39000     -1.15000
      1.35500     -1.17500
      1.32000     -1.20000
      1.28500     -1.22500
      1.28500     -1.23500
      1.32340     -1.22300
      1.36180     -1.21100
      1.40020     -1.19900
      1.43860     -1.18700
      1.47700     -1.17500
      1.50733     -1.21333
      1.53767     -1.25167
      1.56800     -1.29000
      1.59833     -1.32833
      1.62867     -1.36667
      1.65900     -1.40500
      1.68933     -1.44333
      1.71967     -1.48167
      1.75000     -1.52000
      1.77333     -1.54667
      1.79667     -1.57333
      1.82000     -1.60000
      1.85000     -1.59000
      1.85000     -1.54500
      1.85000     -1.50000
      1.85000     -1.45500
      1.85000     -1.41000
      1.82000     -1.41000
      1.77500     -1.41000
      1.73000     -1.41000
      1.71320     -1.37182
      1.69640     -1.33364
      1.67960     -1.29546
      1.66280     -1.25728
      1.64600     -1.21910
      1.64550     -1.21800
      1.64500     -1.21680
      1.64460     -1.21560
      1.64420     -1.21440
      1.64380     -1.21310
      1.64350     -1.21190
      1.64320     -1.21070
      1.64290     -1.20940
      1.64260     -1.20820
      1.64240     -1.20690
      1.64220     -1.20560
      1.64210     -1.20440
      1.64200     -1.20310
      1.64190     -1.20180
      1.64180     -1.20060
      1.64180     -1.19930
      1.64180     -1.19800
      1.64190     -1.19670
      1.64200     -1.19540
      1.64210     -1.19420
      1.64220     -1.19290
      1.64240     -1.19160
      1.64260     -1.19040
      1.64290     -1.18910
      1.64310     -1.18790
      1.64340     -1.18660
      1.64380     -1.18540
      1.64420     -1.18420
      1.64460     -1.18300
      1.64500     -1.18180
      1.64550     -1.18060
      1.64600     -1.17940
      1.64650     -1.17820
      1.64700     -1.17710
      1.64760     -1.17600
      1.64820     -1.17480
      1.64890     -1.17370
      1.64960     -1.17270
      1.65030     -1.17160
      1.65100     -1.17050
      1.65170     -1.16950
      1.65250     -1.16850
      1.65330     -1.16750
      1.65410     -1.16650
      1.65500     -1.16560
      1.65590     -1.16470
      1.65680     -1.16380
      1.65770     -1.16290
      1.65870     -1.16200
      1.65960     -1.16120
      1.66050     -1.16040
      1.66150     -1.15960
      1.66240     -1.15880
      1.66330     -1.15800
      1.66430     -1.15720
      1.66520     -1.15640
